Z N C1 C2 C3 C4 C5 C6 C7 C8 C9 E1 E2 E3 E4 E5 E6 E7 E8 E9
20 9 0.0001697 0.0007725 0.00514 0.03397 0.04806 0.02745 0.0 0.0 0.0 1590.0 7651.0 42820.0 204700.0 345900.0 3715000.0 0.0 0.0 0.0
21 10 0.0001474 0.002209 0.00766 0.08018 0.01978 0.04575 0.0 0.0 0.0 3767.0 15890.0 51820.0 269800.0 568600.0 4220000.0 0.0 0.0 0.0
22 11 0.0008273 0.002017 0.01378 0.1013 0.01471 0.07139 0.0 0.0 0.0 2485.0 10240.0 74550.0 317300.0 921000.0 4932000.0 0.0 0.0 0.0
23 12 0.0002311 0.002759 0.01129 0.0599 0.0843 0.1084 0.0 0.0 0.0 3489.0 17480.0 83290.0 371700.0 771500.0 5480000.0 0.0 0.0 0.0
24 13 5.905e-05 0.00096 0.006084 0.1501 0.03658 0.1516 0.0 0.0 0.0 3264.0 17860.0 115500.0 501700.0 1482000.0 6212000.0 0.0 0.0 0.0
25 14 0.002366 0.005896 0.0307 0.1583 0.03571 0.1973 0.0 0.0 0.0 3889.0 19140.0 115500.0 451100.0 3366000.0 7114000.0 0.0 0.0 0.0
26 15 0.0005636 0.00786 0.05063 0.1753 0.1209 0.1934 0.0 0.0 0.0 3628.0 24890.0 140500.0 513300.0 5018000.0 8689000.0 0.0 0.0 0.0
27 16 0.0009588 0.006088 0.06343 0.2017 0.3882 0.01544 0.0 0.0 0.0 4456.0 27640.0 153800.0 587200.0 7474000.0 27950000.0 0.0 0.0 0.0
28 17 0.001245 0.009965 0.07187 0.2085 0.1244 0.3076 0.0 0.0 0.0 4018.0 37010.0 160300.0 619000.0 5227000.0 10310000.0 0.0 0.0 0.0
29 18 0.002213 0.02605 0.08267 0.2375 0.5413 0.1318 0.0 0.0 0.0 6663.0 39490.0 201800.0 713000.0 8237000.0 15450000.0 0.0 0.0 0.0
30 19 0.003351 0.01588 0.109 0.2493 0.2751 0.5147 0.0 0.0 0.0 7215.0 34790.0 227100.0 763100.0 6263000.0 12100000.0 0.0 0.0 0.0
36 25 0.02586 0.05166 0.3166 0.3618 0.5225 1.313 0.0 0.0 0.0 13940.0 55690.0 388800.0 1303000.0 7236000.0 17280000.0 0.0 0.0 0.0
42 31 0.02112 0.1513 0.5414 0.5273 1.275 1.917 0.0 0.0 0.0 14910.0 120000.0 537300.0 1993000.0 10520000.0 25070000.0 0.0 0.0 0.0
54 43 0.09924 0.2073 1.331 1.017 2.607 4.419 0.0 0.0 0.0 14540.0 194000.0 1095000.0 4201000.0 17320000.0 41640000.0 0.0 0.0 0.0
14 2 3.408e-08 1.913e-07 1.679e-07 7.523e-07 8.386e-05 0.004083 0.0 0.0 0.0 24.31 129.3 427.2 3729.0 55140.0 129500.0 0.0 0.0 0.0
15 3 8.183e-08 4.003e-07 5.304e-06 1.889e-05 0.0005417 0.01192 0.0 0.0 0.0 71.31 508.3 2325.0 18890.0 75130.0 171300.0 0.0 0.0 0.0
16 4 5.817e-07 1.391e-06 1.123e-05 0.0001521 0.001875 0.02097 0.0 0.0 0.0 362.8 1058.0 7160.0 32600.0 123500.0 207000.0 0.0 0.0 0.0
17 5 1.399e-06 1.378e-05 0.0001214 0.0004726 0.01128 0.02993 0.0 0.0 0.0 577.6 2714.0 10670.0 48220.0 174000.0 265600.0 0.0 0.0 0.0
18 6 4.315e-06 4.317e-05 0.0003533 0.0004357 0.008878 0.04951 0.0 0.0 0.0 311.5 3490.0 16650.0 50150.0 156900.0 301900.0 0.0 0.0 0.0
19 7 6.354e-05 0.000464 0.0008887 0.007525 0.07025 0.0002662 0.0 0.0 0.0 1632.0 4646.0 28560.0 132700.0 321400.0 2654000.0 0.0 0.0 0.0
20 8 0.0001097 0.0004033 0.001778 0.01062 0.0868 0.0009608 0.0 0.0 0.0 2561.0 6235.0 31800.0 135700.0 355000.0 1230000.0 0.0 0.0 0.0
21 9 0.0002469 0.001117 0.002186 0.005852 0.04537 0.06999 0.0 0.0 0.0 659.6 6965.0 34890.0 90140.0 272200.0 459500.0 0.0 0.0 0.0
22 10 0.000379 0.001098 0.006066 0.03312 0.1103 0.0008871 0.0 0.0 0.0 812.3 8315.0 47360.0 213900.0 461400.0 4675000.0 0.0 0.0 0.0
23 11 0.00189 0.004228 0.002996 0.01893 0.1404 0.01579 0.0 0.0 0.0 1324.0 9205.0 47350.0 134500.0 426200.0 1116000.0 0.0 0.0 0.0
24 12 0.0005673 0.004535 0.01529 0.09037 0.1048 0.001036 0.0 0.0 0.0 3088.0 14720.0 72080.0 317900.0 647900.0 5645000.0 0.0 0.0 0.0
25 13 0.003619 0.01022 0.03306 0.1849 0.024 0.0 0.0 0.0 0.0 2073.0 17640.0 138000.0 495400.0 1526000.0 0.0 0.0 0.0 0.0
26 14 0.001753 0.01038 0.02573 0.1189 0.107 0.0308 0.0006324 0.0 0.0 4287.0 16790.0 99920.0 384100.0 675800.0 1476000.0 333400000.0 0.0 0.0
27 15 0.002468 0.01431 0.02679 0.07484 0.1983 0.02958 0.0 0.0 0.0 5617.0 23300.0 109000.0 325500.0 666900.0 2293000.0 0.0 0.0 0.0
28 16 0.001625 0.01378 0.0388 0.2383 0.08871 0.002939 0.0 0.0 0.0 8084.0 31570.0 134500.0 516200.0 1462000.0 11990000.0 0.0 0.0 0.0
29 17 0.007414 0.01432 0.04162 0.1341 0.2017 0.05222 0.0 0.0 0.0 2345.0 24620.0 125300.0 412800.0 795700.0 2533000.0 0.0 0.0 0.0
30 18 0.005003 0.02383 0.0628 0.3145 0.1119 0.00195 0.0 0.0 0.0 3380.0 30390.0 146600.0 611700.0 2111000.0 15000000.0 0.0 0.0 0.0
36 24 0.005665 0.05875 0.1981 0.6361 0.1738 0.2407 0.0 0.0 0.0 7438.0 61570.0 251200.0 924100.0 3143000.0 5212000.0 0.0 0.0 0.0
42 30 0.03657 0.1281 0.4436 0.9701 0.838 0.0 0.0 0.0 0.0 11370.0 88420.0 385800.0 1268000.0 6389000.0 0.0 0.0 0.0 0.0
54 42 0.08346 0.3686 1.072 1.826 2.059 0.03177 0.0 0.0 0.0 19250.0 142600.0 819700.0 2500000.0 11550000.0 55340000.0 0.0 0.0 0.0
15 2 5.128e-08 2.744e-08 2.647e-08 3.652e-08 2.286e-06 0.0009048 0.0005975 4.853e-05 0.0 16.84 105.3 427.3 7150.0 56000.0 139900.0 167600.0 31200000.0 0.0
16 3 3.04e-07 4.393e-07 1.609e-06 4.98e-06 3.457e-05 0.008617 0.0009284 0.0 0.0 50.16 326.6 3102.0 12100.0 49690.0 201000.0 257500.0 0.0 0.0
17 4 6.019e-07 3.244e-06 2.686e-05 0.0008945 0.02095 0.0 0.0 0.0 0.0 107.7 893.3 9908.0 84650.0 265700.0 0.0 0.0 0.0 0.0
18 5 1.59e-05 1.636e-05 7.566e-05 0.0003805 0.005247 0.03272 0.000106 0.0 0.0 287.9 1717.0 9917.0 57690.0 217800.0 319100.0 1250000.0 0.0 0.0
19 6 8.624e-05 8.801e-05 0.0001934 0.001878 0.04936 0.003667 0.0 0.0 0.0 187.6 2406.0 14820.0 92150.0 347300.0 480600.0 0.0 0.0 0.0
20 7 0.0004836 0.0003208 0.0009281 0.05307 0.02175 0.0 0.0 0.0 0.0 349.7 2664.0 34330.0 314900.0 635800.0 0.0 0.0 0.0 0.0
21 8 0.0001651 0.0002659 0.002517 0.07847 0.01681 0.0 0.0 0.0 0.0 380.8 4268.0 56870.0 374200.0 828500.0 0.0 0.0 0.0 0.0
22 9 0.0004657 0.001194 0.00272 0.03812 0.0826 0.0 0.0 0.0 0.0 805.6 6038.0 39640.0 251700.0 600600.0 0.0 0.0 0.0 0.0
23 10 0.001903 0.002573 0.005861 0.05971 0.08198 0.0 0.0 0.0 0.0 1360.0 7173.0 51680.0 308100.0 720900.0 0.0 0.0 0.0 0.0
24 11 0.002687 0.004814 0.006995 0.09119 0.08006 0.0 0.0 0.0 0.0 1403.0 8418.0 66830.0 374600.0 882700.0 0.0 0.0 0.0 0.0
25 12 0.00104 0.004548 0.01134 0.1253 0.08492 0.0 0.0 0.0 0.0 1521.0 11770.0 74060.0 426800.0 1058000.0 0.0 0.0 0.0 0.0
26 13 0.004469 0.008538 0.01741 0.163 0.0868 0.0 0.0 0.0 0.0 2462.0 12610.0 93300.0 488700.0 1312000.0 0.0 0.0 0.0 0.0
27 14 0.003163 0.01128 0.02548 0.1987 0.0973 0.0 0.0 0.0 0.0 3776.0 18960.0 106700.0 547600.0 1588000.0 0.0 0.0 0.0 0.0
28 15 0.003306 0.01699 0.03525 0.2401 0.1102 0.0 0.0 0.0 0.0 2329.0 19820.0 115600.0 607400.0 1911000.0 0.0 0.0 0.0 0.0
29 16 0.007276 0.0212 0.04385 0.2783 0.1308 0.001513 0.0 0.0 0.0 2466.0 22730.0 133800.0 664300.0 2220000.0 12170000.0 0.0 0.0 0.0
30 17 0.009796 0.02209 0.05492 0.32 0.1495 0.0 0.0 0.0 0.0 5083.0 24620.0 158800.0 738400.0 2615000.0 0.0 0.0 0.0 0.0
36 23 0.01539 0.09559 0.2059 0.5397 0.4327 0.0 0.0 0.0 0.0 9538.0 57990.0 314900.0 1207000.0 4786000.0 0.0 0.0 0.0 0.0
42 29 0.0231 0.1846 0.5547 1.015 0.8583 0.0 0.0 0.0 0.0 12310.0 90790.0 479400.0 1898000.0 7467000.0 0.0 0.0 0.0 0.0
54 41 0.06428 0.4777 1.512 2.295 1.828 0.0 0.0 0.0 0.0 33350.0 211100.0 969400.0 3817000.0 14170000.0 0.0 0.0 0.0 0.0
19 2 0.0006292 0.00235 0.01165 0.00247 0.0 0.0 0.0 0.0 0.0 245100.0 350400.0 409400.0 476600.0 0.0 0.0 0.0 0.0 0.0
20 3 0.0003843 0.00804 0.00867 0.0 0.0 0.0 0.0 0.0 0.0 228200.0 368200.0 447900.0 0.0 0.0 0.0 0.0 0.0 0.0
21 4 9.817e-05 0.0006241 0.02459 0.00699 0.0 0.0 0.0 0.0 0.0 116800.0 218800.0 477100.0 681400.0 0.0 0.0 0.0 0.0 0.0
22 5 1.006e-06 1.245e-06 4.318e-06 1.821e-05 7.904e-05 0.000604 0.08457 0.0 0.0 15.6 98.86 371.4 1409.0 5921.0 41100.0 513000.0 0.0 0.0
23 6 1.968e-06 1.996e-05 0.0003053 0.00202 0.01877 0.1031 0.01569 0.0 0.0 16550.0 44140.0 108800.0 229900.0 407600.0 641500.0 774300.0 0.0 0.0
24 7 3.022e-06 2.606e-05 0.0004024 0.00274 0.01102 0.05602 0.1199 0.0 0.0 5649.0 16640.0 55210.0 126300.0 246300.0 549900.0 776400.0 0.0 0.0
25 8 4.596e-05 0.0001499 0.00196 0.00506 0.00704 0.03421 0.1963 0.0 0.0 3284.0 11110.0 28180.0 70170.0 168100.0 434300.0 805600.0 0.0 0.0
26 9 0.0003786 0.0001494 0.0009447 0.0021 0.00352 0.02785 0.2734 0.0 0.0 2021.0 2187.0 7063.0 20740.0 49740.0 274300.0 834800.0 0.0 0.0
27 10 1.549e-05 0.0002685 0.0004341 0.00367 0.01555 0.05304 0.2857 0.0 0.0 1277.0 9012.0 28950.0 92020.0 178200.0 448500.0 903300.0 0.0 0.0
28 11 0.0001715 0.0005967 0.00266 0.00713 0.01782 0.08587 0.3393 0.0 0.0 1929.0 9502.0 26900.0 60060.0 143800.0 462700.0 1020000.0 0.0 0.0
29 12 0.0005843 0.00169 0.00644 0.01388 0.02954 0.1494 0.3518 0.0 0.0 4706.0 15410.0 29820.0 73130.0 216600.0 600000.0 1160000.0 0.0 0.0
30 13 9.081e-05 0.0001299 0.0001492 0.00305 0.03209 0.1049 0.4396 0.0 0.0 1182.0 5335.0 15020.0 42880.0 162600.0 431300.0 1034000.0 0.0 0.0
